source,text,gemma3:12b_question,gemma3:12b_answer,category,content_category,gemma3:12b_answer_concise
https://www.pittsburghpa.gov/Safety/Alerts/Public-Safety-Press-Release-Archive,"   4/5/2018 17:10:11   UPDATE: Body Pulled From River  (Pittsburgh, Pa.) May 5, 2018 -- River Rescue pulled an unidentified body from the Monongahela River around 12:30 p.m. Saturday. Boaters reported seeing the body near the 10th Street Bridge. Police are investigating. UPDATE: Body is an African-American male. Age and identity unknown.",When and where did River Rescue recover an unidentified body?,"River Rescue pulled an unidentified body from the Monongahela River near the 10th Street Bridge around 12:30 p.m. on May 5, 2018.",Time-sensitive questions,General Info and History of Pittsburgh/CMU,"River Rescue recovered an unidentified body in the Monongahela River near the 10th Street Bridge on May 5, 2018, around 12:30 p.m."
https://www.pittsburghpa.gov/City-Government/City-Controllers-Office/Unclaimed-Property,"  PITTSBURGH PA 15217   2/16/21 FACTORY UNLOCKED LLC   720 E LACOCK STREET  PITTSBURGH PA 15212   5/13/21 FERRIS ELECTRIC   1629 ELLSWORTH AVENUE  HEIDELBERG PA 15106   5/4/21 FIRST CHOICE COFFEE SERVICES   3001 STOKLEY STREET  PHILADELPHIA PA 19129   7/20/21 FRITZSCHE PATRICIA & KENNETH (H)   USAA FEDERAL SAVINGS PO BOX 9201 COPPELL TX 75019   11/18/21 FUCHS ROBERT A FUCHS ROBERT DOLLAR BANK SERVICING PO BOX 8469 CANTON OH 44711   9/14/21 GOLDEN BONE PET RESORT, INC (THE)   6890 FIFTH AVENUE  PITTSBURGH PA 15208   5/27/21 GOODALL, JESSE D GOODALL JESSE 6 PPGPLACE S600 PITTSBURGH PA 15222   3/16/21 GREATER PITTSBURGH ORTHOPEDIC ASSOCIATES   5820 CENTRE AVENUE  PITTSBURGH PA 15206   12/1/21 GURRENTZ RYAN GURRENTZ RYAN CITIZENS BANK PO BOX 9201 COPPELL TX 75019",What is the mailing address associated with USAA Federal Savings?,USAA Federal Savings has a mailing address of PO BOX 9201 COPPELL TX 75019.,Time-sensitive questions,General Info and History of Pittsburgh/CMU,PO BOX 9201 COPPELL TX 75019
uf_regulations.pdf,"  7   It shall be the duty of the Person , venue, or entity acting on behalf of the  Publicly Funded Facility , to provide the Finance Department with all  relevant  contract s and/or contract information in a manner acceptable to  the Finance Department , and certify correctness thereof,  within thirty (30)  days of finalization of the aforementioned contract.","Within what timeframe must a Person, venue, or entity acting on behalf of a Publicly Funded Facility provide contract information to the Finance Department?","According to the text, these entities must provide all relevant contracts and/or contract information to the Finance Department within thirty (30) days of finalization.",Time-sensitive questions,General Info and History of Pittsburgh/CMU,Within thirty (30) days of finalization.
https://www.pittsburghpa.gov/Safety/Alerts/Public-Safety-Blotter,"
     Published on August 12, 2024   
      
      Tagged as: , Public Safety      
     Downtown High-Visibility Patrol Stats - August 5 to August 11, 2024
     Published on August 12, 2024   
      
      Tagged as: , Public Safety      
     Police Investigate Fatal Overnight Shooting in Homewood North
     Published on August 10, 2024   
      
      Tagged as: , Public Safety      
     Police, Fire, EMS Respond to Vehicle vs. Motorcycle Collision in Hays
     Published on August 09, 2024   
      
      Tagged as: , Public Safety      
     Police, Fire, EMS Respond to Vehicle Collision on McKees Rocks Bridge
     Published on August 09, 2024   
      
      Tagged as: , Public Safety      
     Pittsburgh Police Investigate Shots Fired Incident in Carrick
     Published on August 08, 2024   
      
      Tagged as: , Public Safety      
     Police Serve Search Warrants for Encampment Policy Violations Downtown",On what dates were the Downtown High-Visibility Patrol Stats published?,"The Downtown High-Visibility Patrol Stats were published on August 12, 2024, and cover the period from August 5 to August 11, 2024.",Time-sensitive questions,General Info and History of Pittsburgh/CMU,"August 12, 2024 (August 5–11, 2024 period)."
https://www.pittsburghpa.gov/Safety/Alerts/Public-Safety-Blotter,"
     Published on May 06, 2024   
      
      Tagged as: , Public Safety      
     Police Investigate Fatal Overnight Shooting in Bedford Dwellings
     Published on May 03, 2024   
      
      Tagged as: , Public Safety      
     SUV Crashes into Front Porch; Female Driver Transported to Hospital
     Published on May 03, 2024   
      
      Tagged as: , Public Safety      
     Police and EMS Respond to Fatal Construction Accident in Oakland
     Published on May 03, 2024   
      
      Tagged as: , Public Safety      
     Police, Fire, EMS Respond for Male Injured by Train on the South Side
     Published on May 03, 2024   
      
      Tagged as: , Public Safety      
     Police, Fire, EMS Act to Partial Building Collapse in Highland Park
     Published on May 02, 2024   
      
      Tagged as: , Public Safety      
     Police Investigate Armed Business Robbery in Allentown
     Published on May 02, 2024   
      
      Tagged as: , Public Safety      
     Police Warn the Public about Increase in Various Fraud Scams
     Published on May 01, 2024   
      
      Tagged as: , Public Safety      
     Violence PrevUnit Detectives Arrest Juvenile, Recover Firearm Downtown
     Published on May 01, 2024   
      
      Tagged as: , Public Safety      
     Police Investigate Fatal Overnight Shooting in Troy Hill","What public safety incidents were reported in Pittsburgh between May 1st and May 6th, 2024?","Between May 1st and May 6th, 2024, Pittsburgh experienced a range of incidents including a fatal overnight shooting in Bedford Dwellings and Troy Hill, an SUV crash, a fatal construction accident, a male injured by a train, a partial building collapse, an armed business robbery, a warning about fraud scams, and the arrest of a juvenile with a recovered firearm.",Time-sensitive questions,General Info and History of Pittsburgh/CMU,"Between May 1st and May 6th, 2024, Pittsburgh reported a fatal shooting, SUV crash, construction accident fatality, train-related injury, partial building collapse, armed robbery, fraud warning, and a juvenile arrest with a recovered firearm."
https://www.pittsburghpa.gov/Safety/Alerts/Public-Safety-Press-Release-Archive," 
 On April 5, 2018, Zone 5 officers responded to the home of Jhenea Pratt, 23, after Pratt called 911 around 6:08 p.m. to say her daughter was unresponsive. Officers performed CPR on the baby until medics arrived and transported her to Children’s Hospital. The baby girl, Charlette Napper-Talley, was pronounced dead at the hospital. 
 Though the course of the investigation, it was determined that fentanyl was present in the baby’s sippy cup, which police found on her bed, and in her system. 
 Pratt was arrested tonight and will soon be transported from Police Headquarters to the Allegheny County Jail, where she will be charged with criminal homicide and endangering the welfare of a child.  ",What charges will Jhenea Pratt face following the death of her daughter?,Jhenea Pratt will be charged with criminal homicide and endangering the welfare of a child and will soon be transported to the Allegheny County Jail.,Time-sensitive questions,General Info and History of Pittsburgh/CMU,Criminal homicide and endangering the welfare of a child.
https://www.pittsburghpa.gov/City-Government/Boards-Authorities-Commissions/Agendas-Minutes,"                                                                                                                                     Agenda   Minutes                                                                                             Planning Commission                                                                                                                                       Oct 15, 2024                                                                                                                                     Agenda   Minutes                                                                                             Planning Commission                                                                                                                                       Oct  1, 2024                                                                                                                                     Agenda   Minutes                                                                                             Planning Commission                                                                                                                                       Sep 17, 2024                                                                                                                                     Agenda                                                                                                                                                                                                                                                                                Planning Commission                                                                                                                                       Sep  3, 2024                                                                                                                                     Agenda                                                                                                                                                                                                                                                                                Planning Commission                                                                                                                                       Jul 23, 2024                                                                                                                                     Agenda   Minutes                                                                                             Planning Commission                                                                                                                                       Jul  9, 2024                                                                                                                                     Agenda                                                                                                                                                                                                                                                                                Planning Commission                                                                                                                                       Jun 11, 2024                                                                                                                                     Agenda                                                                                                                                                                                                                                                                                Planning Commission                                                                                                                                       May 28, 2024                                                                                                                                     Agenda                                                                                                                                                                                                                                                                                Planning Commission                                                                                                                                       Apr 30, 2024                                                                                                                                     Agenda                                                                                                                                                                                                                                                                                Planning Commission                                                                                                                                       Apr 16, 2024                                                                                                                                     Agenda                                                                                                                                                                                                                                                                                Planning Commission                                                                                                                                       Apr  2, 2024                                                                                                                                     Agenda                                                                                                                                                                                                                                                                                Planning Commission                                                                                                                                       Mar 19, 2024                                                                                                                                     Agenda                                                                                                                                                                                                                                                                                Planning Commission                                                                                                                                       Mar  5, 2024                                                                                                                                     Agenda                                                                                                                                                                                                                                                                                Planning Commission                                                                                                                                       Feb 20, 2024                                                                                                                                     Agenda                                                                                                                                                                                                                                                                                Planning Commission                                                                                                                                       Feb  6, 2024",What dates represent the Planning Commission agenda and minutes documented in this text?,"The Planning Commission agenda and minutes are documented for the dates Oct 15, 2024, Oct 1, 2024, Sep 17, 2024, Sep 3, 2024, Jul 23, 2024, Jul 9, 2024, Jun 11, 2024, May 28, 2024, Apr 30, 2024, Apr 16, 2024, Apr 2, 2024, Mar 19, 2024, Mar 5, 2024, Feb 20, 2024, and Feb 6, 2024.",Time-sensitive questions,General Info and History of Pittsburgh/CMU,"Oct 15, Oct 1, Sep 17, Sep 3, Jul 23, Jul 9, Jun 11, May 28, Apr 30, Apr 16, Apr 2, Mar 19, Mar 5, Feb 20, and Feb 6, 2024."
https://www.pittsburghpa.gov/Safety/Alerts/Public-Safety-Press-Release-Archive,"  13/12/2019 14:36:11   Public Safety Statement on First Night 2020  PITTSBURGH, PA (Dec. 26, 2019) – A Pittsburgh tradition will continue Tuesday, Dec. 31 when the Pittsburgh Cultural Trust hosts “First Night 2020” events at venues throughout Downtown. First Night events always attract large crowds to the Golden Triangle. As such, Public Safety Director Wendell Hissrich reminds everyone to have fun, but also to be safe and law-abiding. “By working with our partners at the Cultural Trust, the Pittsburgh Downtown Partnership and regional law enforcement departments, Pittsburgh Public Safety will be there to assure a safe experience for all,” Hissrich said. “First Night is a special night in Pittsburgh. We’re going to keep it that way. Anyone interested in engaging in illegal activities is advised to just stay home.” Hissrich warned against an unsafe New Year’s Eve tradition in many large cities: Shooting guns into the air. What goes up must come down, and the results are tragic when people are hit by celebratory gunfire. Police will observe ShotSpotter activations throughout the city and officers will arrest anyone caught discharging a firearm in public. Pittsburgh Bureau of Police will work with partnering law enforcement agencies -- including the Pennsylvania State Police, State Park Rangers, Port Authority Police, the Allegheny County Sheriff’s Office and the Allegheny County Police -- to provide uniformed and plainclothes officers throughout First Night venues. The Mounted Unit and River Rescue also will be present. Police urge people to never drink and drive. Officers will be actively looking for impaired drivers. As a reminder, city law prohibits the use of any fireworks, even those that are legal, within 150 feet of a structure. For more information on First Night celebrations, go to firstnightpgh.trustarts.org.",What actions will Pittsburgh Public Safety take to ensure safety during First Night 2020?,"Pittsburgh Public Safety will deploy uniformed and plainclothes officers, the Mounted Unit, River Rescue, and collaborate with partnering law enforcement agencies to observe ShotSpotter activations, arrest anyone discharging a firearm, actively look for impaired drivers, and ensure compliance with the city’s fireworks prohibition.",Time-sensitive questions,General Info and History of Pittsburgh/CMU,"Public Safety will deploy officers (uniformed and plainclothes), the Mounted Unit, and River Rescue; collaborate with law enforcement; monitor ShotSpotter; arrest illegal firearm discharges; address impaired drivers; and enforce the fireworks prohibition."
https://www.pittsburghpa.gov/City-Government/Boards-Authorities-Commissions/Agendas-Minutes,"                                                                                                                                     Agenda   Minutes                                                                                             Citizen Police Review Board                                                                                                                                       Apr 25, 2023                                                                                                                                     Agenda                                                                                                                                                                                                                                                                                Citizen Police Review Board                                                                                                                                       Mar 28, 2023                                                                                                                                     Agenda                                                                                                                                                                                                                                                                                Citizen Police Review Board                                                                                                                                       Feb 28, 2023                                                                                                                                     Agenda   Minutes                                                                                             Citizen Police Review Board                                                                                                                                       Jan 24, 2023                                                                                                                                     Agenda   Minutes                                                                                                                   Citizen Police Review Board                                                                                                                                       Oct 25, 2022                                                                                                                                     Agenda   Minutes                                                                                             Citizen Police Review Board                                                                                                                                       Sep 27, 2022                                                                                                                                     Agenda                                                                                                                                                                                                                                                                                Citizen Police Review Board                                                                                                                                       Jul 26, 2022                                                                                                                                     Agenda                                                                                                                                                                                                                                                                                Citizen Police Review Board                                                                                                                                       Jun 28, 2022                                                                                                                                     Agenda   Minutes                                                                                             Citizen Police Review Board                                                                                                                                       May 24, 2022                                                                                                                                     Agenda                                                                                                                                                                                                                                                                                Citizen Police Review Board                                                                                                                                       Apr 26, 2022                                                                                                                                     Agenda   Minutes                                                                                             Citizen Police Review Board                                                                                                                                       Mar 22, 2022                                                                                                                                       Minutes                                                                                             Citizen Police Review Board                                                                                                                                       Feb 22, 2022                                                                                                                                     Agenda   Minutes                                                                                             Citizen Police Review Board                                                                                                                                       Jan 25, 2022                                                                                                                                     Agenda   Minutes                                                                                                                   Citizen Police Review Board                                                                                                                                       Dec  7, 2021                                                                                                                                       Minutes                                                                                             Citizen Police Review Board                                                                                                                                       Sep 28, 2021                                                                                                                                     Agenda   Minutes                                                                                             Citizen Police Review Board                                                                                                                                       Aug 10, 2021                                                                                                                                       Minutes                                                                                             Citizen Police Review Board                                                                                                                                       Jul 27, 2021                                                                                                                                       Minutes                                                                                             Citizen Police Review Board                                                                                                                                       Jun 22, 2021                                                                                                                                       Minutes                                                                                             Citizen Police Review Board                                                                                                                                       May 25, 2021                                                                                                                                       Minutes                                                                                             Citizen Police Review Board                                                                                                                                       Apr 27, 2021                                                                                                                                       Minutes                                                                                             Citizen Police Review Board                                                                                                                                       Mar 23, 2021                                                                                                                                       Minutes                                                                                             Citizen Police Review Board                                                                                                                                       Feb 23, 2021                                                                                                                                       Minutes                                                                                             Citizen Police Review Board                                                                                                                                       Jan 26, 2021                                                                                                                                       Minutes                                                                                                                   Citizen Police Review Board                                                                                                                                       Dec  1, 2020                                                                                                                                       Minutes                                                                                             Citizen Police Review Board                                                                                                                                       Oct 27, 2020                                                                                                                                       Minutes                                                                                             Citizen Police Review Board                                                                                                                                       Sep 22, 2020                                                                                                                                       Minutes                                                                                             Citizen Police Review Board                                                                                                                                       Jul 28, 2020                                                                                                                                       Minutes                                                                                             Citizen Police Review Board                                                                                                                                       Jun 23, 2020                                                                                                                                       Minutes                                                                                             Citizen Police Review Board                                                                                                                                       May 26, 2020                                                                                                                                       Minutes                                                                                             Citizen Police Review Board                                                                                                                                       Apr 28, 2020                                                                                                                                       Minutes                                                                                             Citizen Police Review Board                                                                                                                                       Mar 24, 2020                                                                                                                                       Minutes                                                                                             Citizen Police Review Board                                                                                                                                       Feb 25, 2020                                                                                                                                       Minutes                                                                                                                   Citizen Police Review Board                                                                                                                                       Dec  3, 2019                                                                                                                                       Minutes                                                                                             Citizen Police Review Board                                                                                                                                       Oct 22, 2019                                                                                                                                       Minutes                                                                                             Citizen Police Review Board                                                                                                                                       Jul 23, 2019                                                                                                                                       Minutes                                                                                             Citizen Police Review Board                                                                                                                                       Jun 25, 2019                                                                                                                                       Minutes                                                                                             Citizen Police Review Board                                                                                                                                       Apr 26, 2019                                                                                                                                       Minutes                                                                                             Citizen Police Review Board                                                                                                                                       Mar 26, 2019                                                                                                                                       Minutes                                                                                             Citizen Police Review Board                                                                                                                                       Jan 22, 2019                                                                                                                                       Minutes                          Currently there are no archived videos in this section.                         Currently there are no archived videos in this section.                         Currently there are no archived videos in this section.                         Currently there are no archived videos in this section.                 City Planning Commission     2025 2024 2023 2022 2021 2020 2019 2018 2017 2016 2015                                                                                                             Planning Commission                                                                                                                                       Feb 25, 2025                                                                                                                                     Agenda                                                                                                                                                                                                                                                                                Planning Commission                                                                                                                                       Feb 11, 2025                                                                                                                                     Agenda                                                                                                                                                                                                                                                                                Planning Commission                                                                                                                                       Jan 28, 2025                                                                                                                                     Agenda                                                                                                                                                                                                                                                                                Planning Commission                                                                                                                                       Jan 14, 2025                                                                                                                                     Agenda                                                                                                                                                                                                                                                                                                      Planning Commission                                                                                                                                       Dec 10, 2024                                                                                                                                     Agenda                                                                                                                                                                                                                                                                                Planning Commission                                                                                                                                       Nov 26, 2024                                                                                                                                     Agenda   Minutes                                                                                             Planning Commission                                                                                                                                       Nov 12, 2024                                                                                                                                     Agenda   Minutes                                                                                             Planning Commission                                                                                                                                       Oct 29, 2024",What dates are listed for the Planning Commission?,"The Planning Commission dates listed range from February 25, 2025, to February 25, 2025, spanning years 2025 through 2015.",Time-sensitive questions,General Info and History of Pittsburgh/CMU,"February 25, 2025 - February 25, 2025 (2015-2025)"
https://www.pittsburghpa.gov/City-Government/Finances-Budget/Taxes,"  Make check payable to: “Treasurer, City of Pittsburgh.” Do not send cash. Mail to: City Treasurer LS-1 Tax, 414 Grant St., Pittsburgh, PA 15219-2476 A $30.00 fee will be assessed for any check returned from the bank for any reason.  In Person:  Visit the first floor payment windows of the City Treasurer’s Office in the City-County Building at 414 Grant St, Pittsburgh PA. A check or cash are acceptable for in-person payments.",What payment methods are acceptable for in-person payments at the City Treasurer’s Office?,"For in-person payments, both a check and cash are acceptable at the City Treasurer’s Office located on the first floor of the City-County Building.",Time-sensitive questions,General Info and History of Pittsburgh/CMU,Cash and checks are accepted.
https://www.pittsburghpa.gov/City-Government/Boards-Authorities-Commissions/Agendas-Minutes,"   Minutes                                                                                             Gender Equity Commission                                                                                                                                       Jul 16, 2019                                                                                                                                     Agenda                                                                                                                                                                                                                                                                                Gender Equity Commission                                                                                                                                       Jun 18, 2019                                                                                                                                     Agenda                                                                                                                                                                                                                                                                                Gender Equity Commission                                                                                                                                       May 21, 2019                                                                                                                                     Agenda   Minutes                                                                                             Gender Equity Commission                                                                                                                                       Apr 16, 2019                                                                                                                                     Agenda   Minutes                                                                                             Gender Equity Commission                                                                                                                                       Mar 19, 2019                                                                                                                                     Agenda   Minutes                                                                                             Gender Equity Commission                                                                                                                                       Feb 19, 2019                                                                                                                                     Agenda                                                                                                                                                                                                                                                                                Gender Equity Commission                                                                                                                                       Jan 15, 2019                                                                                                                                     Agenda   Minutes                                                                                                                   Gender Equity Commission                                                                                                                                       Feb 20, 2018                                                                                                                                     Agenda                                                                                                                                                                                                                                                                                Gender Equity Commission                                                                                                                                       Jan 16, 2018                                                                                                                                     Agenda                                                                                                                                                                                                             Currently there are no archived videos in this section.                      ",What dates are listed for Gender Equity Commission agendas?,"The text lists Gender Equity Commission agenda dates including Jan 15, 2019, Feb 19, 2019, Mar 19, 2019, Apr 16, 2019, May 21, 2019, Jun 18, 2019, Jul 16, 2019, Feb 20, 2018, and Jan 16, 2018.",Time-sensitive questions,General Info and History of Pittsburgh/CMU,"Jan 15, 2019, Feb 19, 2019, Mar 19, 2019, Apr 16, 2019, May 21, 2019, Jun 18, 2019, Jul 16, 2019, Feb 20, 2018, Jan 16, 2018."
